id,release_date,title,vote_average,vote_count
49730,2011-03-11,Red Riding Hood,5.6,922
54054,2012-01-26,One for the Money,5.3,388
46528,2010-12-02,The Warrior's Way,6.3,136
65,2002-11-08,8 Mile,6.8,1626
280391,2015-04-08,Why I Did (Not) Eat My Father,5.3,125
49527,2012-01-13,Man on a Ledge,6.2,925
168672,2013-12-12,American Hustle,6.8,2807
18240,2009-06-01,The Proposal,6.7,1804
165,1989-11-20,Back to the Future Part II,7.4,3829
240832,2014-07-14,Lucy,6.3,5878
216015,2015-02-11,Fifty Shades of Grey,5.2,3254
193756,2013-12-24,Lone Survivor,7.4,1526
259693,2016-05-13,The Conjuring 2,7.0,1949
37799,2010-09-30,The Social Network,7.1,3391
10184,2009-02-06,He's Just Not That Into You,6.2,959
196,1990-05-25,Back to the Future Part III,7.1,2900
24803,2009-08-06,Julie & Julia,6.6,560
1213,1999-12-25,The Talented Mr. Ripley,7.0,767
257211,2015-09-24,The Intern,7.1,1881
323675,2016-01-14,Ride Along 2,6.1,555
187,2005-04-01,Sin City,7.2,2691
7461,2008-02-01,Vantage Point,6.2,716
16538,2009-03-20,"I Love You, Man",6.5,515
16996,2009-03-11,17 Again,6.1,1350
19912,2009-08-26,The Final Destination,5.4,831
32823,2010-06-04,Get Him to the Greek,5.9,612
4380,2004-10-15,Shall We Dance?,5.9,297
50348,2011-03-17,The Lincoln Lawyer,7.0,902
48138,2011-02-16,Unknown,6.5,1265
1124,2006-10-19,The Prestige,8.0,4391
68179,2013-02-14,Escape from Planet Earth,5.7,332
708,1987-06-29,The Living Daylights,6.2,440
2044,2006-06-16,The Lake House,6.5,670
71864,2012-08-15,The Odd Life of Timothy Green,6.5,386
4970,2003-11-21,Gothika,5.8,629
440,2007-12-25,Aliens vs Predator: Requiem,4.9,740
39513,2011-02-14,Paul,6.5,1789
41446,2011-04-11,Scream 4,6.1,902
55779,2011-08-12,Final Destination 5,5.9,866
8457,2008-03-20,Drillbit Taylor,5.5,275
64685,2011-12-24,Extremely Loud & Incredibly Close,6.9,708
38357,2010-01-12,Morning Glory,6.1,412
1833,2005-11-23,Rent,6.7,155
1683,2007-04-05,The Reaping,5.4,205
62835,2011-07-27,Colombiana,6.5,824
1887,2006-05-24,Marie Antoinette,6.5,642
10315,2009-10-23,Fantastic Mr. Fox,7.5,1176
2687,1992-02-28,Memoirs of an Invisible Man,5.7,125
194,2001-04-25,Amélie,7.8,3310
78698,2012-02-02,Big Miracle,6.6,152
19898,2009-09-08,Pandorum,6.5,774
72358,2012-03-07,A Thousand Words,6.0,373
8271,2007-04-12,Disturbia,6.6,1006
5353,2007-09-03,The Hunting Party,6.6,96
110415,2013-08-01,Snowpiercer,6.7,2854
1257,2007-02-02,Because I Said So,5.8,191
62214,2012-10-04,Frankenweenie,6.6,932
12289,2008-07-10,Red Cliff,7.1,205
20943,2009-07-24,The Ugly Truth,6.4,972
55787,2011-03-15,Water for Elephants,6.7,850
1957,2002-05-24,Enough,6.2,264
5852,2001-05-15,Angel Eyes,5.6,88
25793,2009-11-06,Precious,6.9,417
1091,1982-06-25,The Thing,7.8,1588
87421,2013-09-02,Riddick,6.2,2035
13600,2008-10-07,City of Ember,6.2,605
299687,2016-01-14,The 5th Wave,5.6,1945
312221,2015-11-25,Creed,7.3,1915
23168,2010-09-15,The Town,7.0,1468
76494,2012-05-17,What to Expect When You're Expecting,5.8,594
334,1999-12-08,Magnolia,7.5,825
23742,2010-02-26,Cop Out,5.3,511
259694,2016-01-21,How to Be Single,5.9,1201
62837,2011-09-23,Dolphin Tale,6.7,163
8966,2008-11-20,Twilight,5.8,3561
138832,2013-08-07,We're the Millers,6.8,2972
36670,1983-10-07,Never Say Never Again,5.8,338
23048,2010-03-26,Hot Tub Time Machine,6.0,894
227735,2014-09-12,Dolphin Tale 2,6.7,96
8409,2003-04-04,A Man Apart,5.8,258
48171,2011-01-28,The Rite,5.8,556
11802,2008-07-17,Space Chimps,5.2,99
18785,2009-06-05,The Hangover,7.2,6173
22881,2009-11-20,The Blind Side,7.2,1597
51540,2011-07-08,Horrible Bosses,6.5,2277
44264,2010-12-22,True Grit,7.2,1668
350,2006-06-30,The Devil Wears Prada,7.0,3088
109431,2013-02-07,Identity Thief,5.6,1645
8065,2008-03-27,21,6.5,1375
11459,2005-07-29,Sky High,5.8,550
39486,2010-08-20,Secretariat,6.8,103
50544,2011-07-21,Friends with Benefits,6.5,2237
325133,2016-05-04,Neighbors 2: Sorority Rising,5.6,1462
89492,2012-12-20,This Is 40,5.6,896
22949,2009-11-24,Old Dogs,5.2,210
2959,2007-07-04,License to Wed,5.2,253
1576,2002-03-15,Resident Evil,6.4,2065
13051,2008-10-15,Max Payne,5.2,613
49530,2011-10-27,In Time,6.7,3417
34806,2010-04-23,The Back-Up Plan,5.7,458
49022,2011-05-05,Something Borrowed,5.9,296
423,2002-09-24,The Pianist,8.0,1864
88794,2011-11-09,J. Edgar,6.0,741
8090,2008-01-22,Untraceable,5.9,238
35019,2010-03-26,Nanny McPhee and the Big Bang,6.0,436
14442,2004-04-09,Ella Enchanted,5.9,437
321741,2015-11-12,Concussion,7.0,823
59965,2011-09-22,Abduction,5.6,961
98357,2013-01-18,Broken City,5.7,593
49526,2012-08-24,Premium Rush,6.2,832
35169,2010-04-02,Furry Vengeance,4.6,149
6575,2007-12-21,Walk Hard: The Dewey Cox Story,6.6,212
18320,2009-03-04,The Young Victoria,7.0,322
22787,2009-09-09,Whiteout,5.3,220
8967,2011-05-18,The Tree of Life,6.5,987
13056,2008-12-05,Punisher: War Zone,5.6,294
285783,2015-09-30,The Walk,6.9,1121
198663,2014-09-10,The Maze Runner,7.0,5371
1381,2006-09-06,The Fountain,6.8,827
10877,2001-03-13,Exit Wounds,5.3,110
202575,2013-12-24,Thunder and the House of Magic,6.3,121
71469,2011-12-22,The Darkest Hour,4.8,469
7220,2004-04-15,The Punisher,6.1,766
72387,2012-04-16,Safe,6.3,799
1892,1983-05-23,Return of the Jedi,7.9,4665
50647,2012-02-23,Wanderlust,5.3,394
9353,2006-06-16,Nacho Libre,5.6,359
55721,2011-04-28,Bridesmaids,6.5,1661
109414,2013-06-12,This Is the End,6.3,2359
22907,2010-08-26,Takers,6.0,394
38322,2011-02-16,"Big Mommas: Like Father, Like Son",5.3,313
45612,2011-03-30,Source Code,7.1,2699
3594,2007-02-23,The Number 23,6.3,1018
31867,2010-03-18,Repo Men,6.2,620
182,2006-12-08,The Good German,5.9,86
28,1979-08-15,Apocalypse Now,8.0,2055
38073,2010-09-01,Going the Distance,6.0,262
698,1979-06-26,Moonraker,5.9,541
27569,2010-01-21,Extraordinary Measures,6.0,89
10637,2000-09-29,Remember the Titans,7.4,821
1669,1990-03-02,The Hunt for Red October,7.2,957
807,1995-09-22,Se7en,8.1,5765
17654,2009-08-05,District 9,7.3,3382
70,2004-12-15,Million Dollar Baby,7.7,2439
11036,2004-06-25,The Notebook,7.7,3067
6557,2008-01-10,27 Dresses,6.1,978
18126,2009-04-10,Hannah Montana: The Movie,6.0,449
22947,2009-09-05,Up in the Air,6.7,1205
59967,2012-09-26,Looper,6.6,4697
9870,2008-04-17,Forgetting Sarah Marshall,6.4,1172
8292,2005-08-11,Four Brothers,6.7,607
8780,2008-04-23,Baby Mama,5.8,205
10521,2009-01-09,Bride Wars,5.9,856
707,1985-05-24,A View to a Kill,6.0,506
533,2005-09-04,The Curse of the Were-Rabbit,6.8,643
37056,2010-05-14,Letters to Juliet,6.6,796
76489,2012-04-13,The Three Stooges,4.9,140
3933,2005-09-09,Corpse Bride,7.2,1894
16871,2009-03-15,Drag Me to Hell,6.2,966
293863,2015-04-16,The Age of Adaline,7.4,1990
41233,2010-08-04,Step Up 3D,6.6,582
1262,2006-09-09,Stranger Than Fiction,7.1,721
4513,2007-10-17,30 Days of Night,6.2,767
22970,2012-04-12,The Cabin in the Woods,6.5,2263
7278,2008-01-24,Meet the Spartans,3.7,359
50456,2011-04-07,Hanna,6.5,1263
59861,2011-06-30,Larry Crowne,5.7,359
133805,2013-10-16,Carrie,5.8,1463
109421,2013-02-07,Side Effects,6.4,1323
51162,2011-04-13,Winnie the Pooh,6.8,258
48340,2011-02-03,Sanctum,5.8,339
72207,2012-04-27,The Five-Year Engagement,5.7,457
43539,2010-11-18,The Next Three Days,6.9,905
9920,2006-03-03,Ultraviolet,4.8,458
43347,2010-11-22,Love & Other Drugs,6.6,1233
9701,2005-02-12,North Country,6.8,125
37707,2009-10-06,Splice,5.5,671
13150,2008-09-09,Pride and Glory,6.3,240
17813,2003-06-16,Alex & Emma,5.0,68
58151,2011-08-18,Fright Night,6.0,603
76640,2013-01-12,The Last Stand,5.7,1266
57089,2011-04-29,Hoodwinked Too! Hood VS. Evil,4.8,131
1947,2005-09-09,An Unfinished Life,6.7,161
46829,2010-10-26,Barney's Version,7.2,129
146238,2013-09-24,Runner Runner,5.5,543
9989,2001-01-12,Antitrust,5.8,153
2008,2005-12-15,The Promise,5.0,29
4512,2007-09-02,The Assassination of Jesse James by the Coward Robert Ford,7.0,776
76349,2011-07-03,1911,5.0,41
45610,2011-09-23,Machine Gun Preacher,6.4,286
367961,2015-11-12,Savva. Heart of the Warrior,6.4,7
223702,2016-07-11,Sausage Party,5.6,2238
323676,2016-04-07,The Boss,5.5,431
812,1992-11-25,Aladdin,7.4,3416
277216,2015-08-13,Straight Outta Compton,7.7,1355
87,1984-05-23,Indiana Jones and the Temple of Doom,7.1,2781
315664,2016-05-06,Florence Foster Jenkins,6.6,392
318846,2015-12-11,The Big Short,7.3,2607
26320,2009-09-03,Taking Woodstock,6.2,127
924,2004-03-19,Dawn of the Dead,6.8,1016
699,1981-06-23,For Your Eyes Only,6.3,490
3638,2007-07-25,No Reservations,6.1,327
62206,2011-08-11,30 Minutes or Less,5.6,531
218778,2014-10-08,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493
4348,2005-09-16,Pride & Prejudice,7.7,1358
78,1982-06-25,Blade Runner,7.9,3509
10016,2001-08-24,Ghosts of Mars,4.8,296
10317,2015-09-11,Our Brand Is Crisis,5.8,195
58431,2016-02-04,Pride and Prejudice and Zombies,5.5,640
700,1983-06-05,Octopussy,6.2,527
4964,2007-06-01,Knocked Up,6.2,1214
10024,2009-06-26,My Sister's Keeper,7.1,598
1259,2006-12-25,Notes on a Scandal,6.9,235
5125,2007-09-07,Rendition,6.2,205
63574,2012-01-13,Joyful Noise,6.7,33
245,2002-04-26,About a Boy,6.6,607
61891,2011-10-21,Anonymous,6.3,288
12783,2008-09-05,The Duchess,6.7,396
13155,1985-06-21,Return to Oz,6.7,120
28355,2009-08-13,Case 39,6.1,563
16617,2004-05-07,Mindhunters,6.3,333
8944,2008-10-17,What Just Happened,5.2,127
14560,2009-01-15,Paul Blart: Mall Cop,5.2,788
6957,2005-08-11,The 40 Year Old Virgin,6.2,1983
10189,2008-08-06,Pineapple Express,6.6,1148
22894,2010-01-21,Legion,5.2,629
134374,2013-04-18,Pain & Gain,6.1,1573
17047,2004-12-03,Agent Cody Banks 2: Destination London,5.2,144
238615,2015-07-10,Self/less,6.3,1091
615,2004-02-25,The Passion of the Christ,6.9,864
13223,2008-12-09,Gran Torino,7.8,3086
10523,2008-10-17,W.,6.1,143
424,1993-11-29,Schindler's List,8.3,4329
50014,2011-08-09,The Help,7.8,1910
7191,2008-01-15,Cloverfield,6.4,2251
41630,2011-01-21,No Strings Attached,6.1,1331
1265,2007-02-16,Bridge to Terabithia,7.0,1113
175555,2013-12-13,A Madea Christmas,7.0,35
75174,2012-01-26,The Grey,6.4,1451
769,1990-09-12,GoodFellas,8.2,3128
77866,2012-01-12,Contraband,6.1,770
12620,2008-08-22,The House Bunny,5.6,529
198185,2014-05-09,Million Dollar Arm,6.6,259
227156,2014-08-11,The Giver,6.4,1798
10030,2007-09-21,Good Luck Chuck,5.5,444
5123,2007-11-21,August Rush,7.1,797
284536,2014-12-25,The Gambler,5.7,543
319888,2016-02-26,Eddie the Eagle,7.2,661
34813,2010-04-23,The Losers,6.2,515
46261,2010-11-06,Don't Be Afraid of the Dark,5.4,341
22825,2009-09-17,The Box,5.4,597
276907,2015-09-09,Legend,6.7,973
65055,2011-09-02,Shark Night,4.9,132
60309,2010-09-10,The Conspirator,6.2,137
6978,1986-05-30,Big Trouble in Little China,7.1,705
59440,2011-09-09,Warrior,7.7,1272
8988,2008-03-28,Stop-Loss,6.1,82
77883,2012-08-30,The Possession,5.8,498
64639,2011-09-16,Straw Dogs,5.5,144
20766,2009-11-25,The Road,6.8,1087
168705,2005-10-22,BloodRayne,3.5,118
72113,2011-09-16,Carnage,7.0,738
152742,2013-01-01,The Best Offer,7.7,704
48034,2010-10-20,Little White Lies,7.1,380
83770,2012-05-22,On the Road,5.5,301
1246,2006-12-20,Rocky Balboa,6.5,835
11635,2003-02-21,Old School,6.6,541
10358,2008-09-18,Zack and Miri Make a Porno,6.1,721
10313,2009-10-17,The Men Who Stare at Goats,5.9,742
20697,2000-04-07,Ready to Rumble,4.7,49
70868,2011-09-16,I Don't Know How She Does It,5.0,141
43593,2010-08-20,Piranha 3D,5.3,581
41283,2010-11-23,Faster,6.1,568
19908,2009-10-07,Zombieland,7.2,3550
1891,1980-05-17,The Empire Strikes Back,8.2,5879
10316,2011-09-24,The Ides of March,6.5,910
2787,2000-02-18,Pitch Black,6.7,1789
152601,2013-12-18,Her,7.9,4097
21349,1999-11-12,Anywhere But Here,5.9,66
70435,2011-11-06,Haywire,5.6,505
2453,1991-08-23,Harley Davidson and the Marlboro Man,6.1,82
6973,2007-08-31,In the Valley of Elah,6.6,261
11156,2009-04-22,Coco Before Chanel,6.6,246
30596,2009-12-18,Bodyguards and Assassins,6.5,57
3021,2007-07-12,1408,6.5,1343
957,1987-06-24,Spaceballs,6.7,902
256917,2014-12-25,The Water Diviner,6.8,431
544,1998-07-15,There's Something About Mary,6.5,1590
13680,2007-09-28,The Game Plan,6.0,428
277,2003-09-19,Underworld,6.6,2512
8999,2005-11-11,Derailed,6.1,319
11323,2009-09-18,The Informant!,6.0,301
270487,2016-02-05,"Hail, Caesar!",5.7,1309
287948,2015-09-03,The Transporter Refueled,5.2,559
109513,2012-08-22,Hit & Run,5.5,224
44113,2010-10-07,Stone,5.2,192
4566,2007-09-28,Michael Clayton,6.5,501
2196,2007-02-09,Death at a Funeral,6.9,497
82693,2012-09-08,Silver Linings Playbook,6.9,4742
1646,2007-01-05,Freedom Writers,7.5,356
44944,2010-11-05,For Colored Girls,7.0,22
8456,2008-03-04,Never Back Down,6.4,497
49517,2011-09-16,Tinker Tailor Soldier Spy,6.6,840
50780,2011-02-11,The Beaver,6.3,276
85,1981-06-12,Raiders of the Lost Ark,7.7,3854
9682,2006-08-11,Pulse,5.0,150
138843,2013-07-18,The Conjuring,7.4,3092
1584,2003-10-03,School of Rock,6.7,1414
65057,2011-09-09,The Descendants,6.7,934
35688,2010-04-02,Why Did I Get Married Too?,6.1,29
296096,2016-06-02,Me Before You,7.6,2562
103370,2012-06-29,Madea's Witness Protection,5.9,52
376659,2016-07-28,Bad Moms,6.3,1252
8968,2005-02-04,Boogeyman,4.6,191
314365,2015-11-06,Spotlight,7.8,2686
1975,2006-10-13,The Grudge 2,5.2,283
40264,2010-08-18,Vampires Suck,4.2,315
3989,2004-10-10,Team America: World Police,6.6,660
10139,2008-11-26,Milk,7.1,612
55465,2011-11-04,A Very Harold & Kumar Christmas,6.0,328
19904,2009-10-16,The Stepfather,5.4,167
48289,2010-04-11,The Debt,6.3,257
6933,2008-01-04,One Missed Call,4.7,171
38,2004-03-19,Eternal Sunshine of the Spotless Mind,7.9,3652
19901,2009-01-06,Daybreakers,6.0,634
34016,2010-03-11,She's Out of My League,5.9,525
12819,2010-09-17,Alpha and Omega,5.3,124
328387,2016-07-27,Nerve,7.1,2181
9945,1998-04-15,Vampires,5.8,255
13596,2008-09-19,My Best Friend's Girl,5.4,220
2355,2007-03-23,Reign Over Me,7.1,334
5915,2007-09-11,Into the Wild,7.8,3045
755,1996-01-19,From Dusk Till Dawn,6.9,1603
18357,2002-07-26,The Country Bears,4.3,20
7979,2007-10-14,The Kite Runner,7.3,394
470,2003-09-06,21 Grams,7.2,918
22074,2009-09-06,Capitalism: A Love Story,7.0,167
290751,2015-10-14,Secret in Their Eyes,6.2,336
13805,2008-08-29,Disaster Movie,3.0,240
63492,2011-09-30,What's Your Number?,6.2,671
81796,2012-04-12,Lockout,5.8,715
15092,2009-04-16,Crank: High Voltage,5.9,861
15005,2006-10-13,One Night with the King,6.1,12
17134,2009-03-19,12 Rounds,5.7,220
41402,2010-10-01,Let Me In,6.7,641
146198,2016-02-19,Triple 9,5.6,797
295964,2015-10-02,Burnt,6.3,950
26171,2009-12-04,Everybody's Fine,6.5,284
31117,2004-08-27,Superbabies: Baby Geniuses 2,1.9,35
171274,2014-12-25,Inherent Vice,6.5,833
24432,2006-02-24,Doogal,3.2,18
13948,2008-10-03,An American Carol,4.1,20
256962,2015-04-23,Little Boy,7.0,185
48231,2011-09-30,A Dangerous Method,6.2,571
3509,2006-05-25,A Scanner Darkly,6.8,532
23367,2009-08-06,Bandslam,5.4,126
241239,2014-12-30,A Most Violent Year,6.5,546
14914,2008-09-07,Flash of Genius,6.3,59
3902,2007-10-01,I'm Not There.,6.6,195
21755,2008-09-09,The Brothers Bloom,6.8,203
334531,2015-11-13,My All American,6.8,36
13405,2008-07-03,The Children of Huang Shi,6.5,52
19457,2000-04-27,The Yards,6.0,97
43935,2011-03-16,Dylan Dog: Dead of Night,4.5,139
133931,2012-06-05,Zambezia,5.3,68
334074,2015-05-21,Survivor,5.4,404
52449,2011-05-16,Bad Teacher,5.4,1584
11247,2004-07-10,A Cinderella Story,6.1,713
105,1985-07-03,Back to the Future,8.0,6079
385383,2016-07-22,Fight Valley,3.9,8
41210,2010-05-11,The Switch,5.9,583
129,2001-07-20,Spirited Away,8.3,3840
203833,2013-11-08,The Book Thief,7.4,1486
13523,2008-10-16,Sex Drive,6.0,342
25195,2010-01-08,Leap Year,6.4,465
50725,2011-03-04,Take Me Home Tonight,6.2,208
2757,2002-12-06,Adaptation.,7.3,638
23082,2009-09-13,The Invention of Lying,6.0,518
496,2006-11-01,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579
218043,2014-10-03,Left Behind,3.7,392
10147,2003-11-26,Bad Santa,6.5,656
60307,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
8617,2008-04-10,Prom Night,4.8,167
10625,2004-04-30,Mean Girls,6.9,2320
790,1980-02-08,The Fog,6.4,311
43959,2011-04-08,Soul Surfer,6.9,342
25643,2009-09-18,Love Happens,5.6,180
333348,2015-11-12,Love the Coopers,5.4,167
321697,2015-10-09,Steve Jobs,6.8,1573
19840,2009-07-10,"I Love You, Beth Cooper",5.1,197
22327,2009-09-11,Youth in Revolt,5.9,319
146227,2013-08-29,Getaway,4.9,246
36811,2009-09-04,The Last Station,6.7,55
13809,2008-09-04,RockNRolla,6.9,836
33870,2009-10-01,Mao's Last Dancer,6.8,28
245703,2016-02-18,Midnight Special,6.2,694
17436,2008-11-05,The Informers,4.4,60
8363,2007-08-17,Superbad,7.0,2100
10982,2005-12-16,Hoodwinked!,5.9,479
205,2004-09-11,Hotel Rwanda,7.5,793
1620,2007-11-21,Hitman,5.9,966
175541,2013-11-27,Black Nativity,5.8,16
9675,2004-10-22,Sideways,6.9,478
948,1978-10-25,Halloween,7.4,1035
21765,2003-10-10,Good Boy!,4.7,30
7516,2006-12-09,Smokin' Aces,6.4,534
41439,2010-10-21,Saw: The Final Chapter,5.8,730
38117,2011-01-21,Beastly,6.0,849
9792,2006-03-10,The Hills Have Eyes,6.1,705
114150,2012-09-28,Pitch Perfect,7.3,2247
109428,2013-04-05,Evil Dead,6.4,1723
23049,2009-02-06,My Life in Ruins,5.6,101
7304,2006-01-06,Running Scared,7.0,331
2989,1981-11-12,Roar,5.6,19
4723,2006-05-15,Southland Tales,5.2,153
79694,2012-08-23,The Apparition,4.5,140
18615,2006-08-30,Fur: An Imaginary Portrait of Diane Arbus,5.8,73
2977,2007-03-02,Becoming Jane,6.9,317
74643,2011-05-15,The Artist,7.3,1049
13788,2009-01-09,The Unborn,4.8,365
83666,2012-05-16,Moonrise Kingdom,7.6,1662
1417,2006-05-27,Pan's Labyrinth,7.6,3041
49950,2011-02-04,The Roommate,5.3,224
4638,2007-02-14,Hot Fuzz,7.4,2199
23169,2010-03-12,Remember Me,6.9,948
3877,2007-09-26,Things We Lost in the Fire,6.7,90
771,1990-11-09,Home Alone,7.1,2414
14,1999-09-15,American Beauty,7.9,3313
45269,2010-09-06,The King's Speech,7.6,2752
205596,2014-11-14,The Imitation Game,8.0,5723
33217,2010-03-19,Diary of a Wimpy Kid,5.9,355
132232,2013-01-17,Mama,6.0,1401
1165,2006-09-15,The Queen,6.8,338
65086,2012-02-01,The Woman in Black,6.1,1206
10053,2006-02-03,When a Stranger Calls,5.4,268
18736,2003-04-25,The Lizzie McGuire Movie,5.7,280
287903,2015-11-26,Krampus,5.9,584
2142,1997-08-15,Cop Land,6.6,382
266856,2014-11-26,The Theory of Everything,7.8,3311
24150,2009-08-28,Halloween II,5.1,267
18405,2009-03-13,The Last House on the Left,6.2,440
6961,2005-02-04,The Wedding Date,6.2,230
64690,2011-08-06,Drive,7.4,3725
23706,2009-09-04,All About Steve,4.7,295
38843,2010-07-23,Ramona and Beezus,6.1,245
342521,2016-04-21,Keanu,6.0,421
45272,2010-12-22,Country Strong,5.9,80
97367,2013-03-20,The Place Beyond the Pines,6.8,1653
254904,2014-08-27,The November Man,6.0,639
12162,2008-10-10,The Hurt Locker,7.2,1840
64689,2012-09-20,Killing Them Softly,5.8,742
37003,2007-05-19,U2 3D,6.7,10
51828,2011-03-02,One Day,7.0,978
7501,2001-09-07,Knockaround Guys,5.9,97
14024,2004-08-10,Raise Your Voice,6.0,211
115,1998-03-06,The Big Lebowski,7.8,2926
7874,2006-12-08,Black Snake Moan,6.6,243
1988,2007-01-01,A Mighty Heart,6.7,95
8321,2008-02-08,In Bruges,7.4,1388
10186,2008-08-20,The Rocker,5.6,156
25704,2009-08-21,Post Grad,5.0,100
19265,2009-06-19,Whatever Works,6.8,350
36047,2000-07-19,The In Crowd,4.7,15
42188,2010-09-15,Never Let Me Go,6.8,737
8461,2007-10-20,Funny Games,6.3,545
331592,2015-09-11,Listening,5.5,31
10045,2004-11-09,District B13,6.5,565
16353,2008-12-04,Ong Bak 2,6.0,152
23759,2010-02-15,Centurion,5.9,386
10185,2008-08-07,The Midnight Meat Train,6.0,290
75033,2011-09-16,Winnie Mandela,5.2,5
172391,2013-07-18,Khumba,5.8,72
262543,2014-10-09,Automata,5.6,670
20083,2009-03-22,Shinjuku Incident,6.7,65
454,1996-10-31,Romeo + Juliet,6.7,1374
288980,2014-08-21,Freedom,5.8,9
12405,2008-05-12,Slumdog Millionaire,7.6,2827
14435,2009-01-16,My Bloody Valentine,5.3,299
691,1977-07-07,The Spy Who Loved Me,6.6,507
62008,2012-02-23,Good Deeds,6.2,45
71688,2011-12-30,The Iron Lady,6.2,527
8291,1993-07-23,Poetic Justice,6.9,47
34563,2010-03-12,Our Family Wedding,5.7,39
16899,2008-01-01,Easy Virtue,6.3,108
43949,2010-08-06,Flipped,7.4,418
142,2005-09-02,Brokeback Mountain,7.5,1480
86838,2012-09-07,Seven Psychopaths,6.7,1206
613,2004-09-08,Downfall,7.7,1037
54518,2011-02-11,Justin Bieber: Never Say Never,4.8,154
44214,2010-12-02,Black Swan,7.3,4430
339984,2016-03-17,Miracles from Heaven,6.7,186
239563,2014-10-09,St. Vincent,7.1,763
10985,2002-05-10,The New Guy,5.7,151
332567,2016-06-24,The Shallows,6.2,1567
136835,2014-09-10,No Good Deed,5.6,181
5876,2007-11-21,The Mist,6.7,1399
264660,2015-01-21,Ex Machina,7.6,4737
1251,2006-12-19,Letters from Iwo Jima,7.2,541
264644,2015-10-16,Room,8.1,2757
84892,2012-09-20,The Perks of Being a Wallflower,7.7,2968
59678,2011-05-12,Attack the Block,6.3,733
79777,2011-12-23,In the Land of Blood and Honey,5.8,45
158011,2013-03-14,The Call,6.6,1257
37414,2010-02-19,The Killer Inside Me,6.0,173
6615,2007-10-12,Lars and the Real Girl,7.1,509
36691,2009-09-07,Solitary Man,5.8,84
23631,2010-09-01,Machete,6.3,1150
45324,2010-09-16,Casino Jack,6.0,94
56601,2010-04-01,The Perfect Game,6.3,30
9552,1973-12-26,The Exorcist,7.5,2005
578,1975-06-18,Jaws,7.5,2542
67660,2012-04-16,Think Like a Man,6.9,281
860,1983-06-03,WarGames,7.0,504
75674,2012-02-24,Act of Valor,6.3,417
13335,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,6.2,497
9030,2008-02-01,The Eye,5.5,281
8386,2001-12-21,How High,6.3,218
101267,2012-06-28,Katy Perry: Part of Me,6.5,85
11354,2005-01-23,The Upside of Anger,6.4,72
14191,2006-03-03,Aquamarine,5.8,364
57157,2011-12-16,Young Adult,5.6,364
387,1981-09-16,Das Boot,7.9,613
227719,2015-01-30,Project Almanac,6.4,933
1255,2006-07-27,The Host,6.7,537
8669,2008-02-22,Charlie Bartlett,6.5,225
86825,2013-02-28,Stoker,6.5,882
844,2004-05-20,2046,6.9,206
15907,2005-04-22,Duma,6.9,41
38448,2009-09-14,Ondine,6.5,84
327,2000-09-09,Brother,6.8,107
4170,2007-01-23,Trade,6.8,67
10133,2002-10-01,Cypher,6.7,192
236751,2014-04-16,Heaven is for Real,6.0,229
357837,2015-10-16,Dancin' It's On,4.3,2
18530,2009-02-07,The Cry of the Owl,5.5,29
11,1977-05-25,Star Wars,8.1,6624
291870,2016-01-21,Dirty Grandpa,5.7,1406
45317,2010-12-17,The Fighter,7.2,1486
10748,2007-12-21,St. Trinian's,5.6,142
10229,2002-01-25,A Walk to Remember,7.5,1018
22804,2009-10-22,Saw VI,6.0,722
12837,2008-09-17,The Secret Life of Bees,7.4,158
167073,2015-10-20,Brooklyn,7.2,1213
304357,2015-04-10,Woman in Gold,7.3,440
62728,2010-09-13,Brighton Rock,5.6,35
4657,2006-07-20,Jindabyne,5.7,25
11056,2002-10-02,Darkness,5.6,112
601,1982-04-03,E.T. the Extra-Terrestrial,7.3,3269
13067,2007-04-16,In the Land of Women,5.8,160
58051,2010-04-30,Housefull,5.2,29
96399,2012-06-01,For Greater Glory - The True Story of Cristiada,6.4,35
489,1997-12-05,Good Will Hunting,7.9,2811
1588,2000-08-25,Bring It On,5.8,568
316727,2016-06-29,The Purge: Election Year,6.1,1306
663,2007-10-25,Saw IV,5.9,903
1648,1989-02-17,Bill & Ted's Excellent Adventure,6.7,454
74534,2011-11-28,The Best Exotic Marigold Hotel,6.9,459
321258,2016-01-22,The Boy,5.8,1102
44040,2010-01-13,Devil,5.8,816
1832,1999-11-12,Dogma,6.8,823
20616,2002-09-06,Swimfan,5.0,70
294272,2016-08-10,Pete's Dragon,6.2,679
283445,2015-08-19,Sinister 2,5.4,581
22824,2009-11-06,The Fourth Kind,5.8,441
39349,1994-02-25,Sugar Hill,5.2,13
8359,2008-07-02,Kit Kittredge: An American Girl,6.4,34
15648,2005-06-17,The Perfect Man,5.5,203
164558,2013-08-28,One Direction: This Is Us,8.0,201
328425,2015-07-30,The Gift,6.7,1049
37931,2010-05-21,MacGruber,5.1,179
13160,2008-02-01,Over Her Dead Body,5.3,145
52067,2011-02-11,Cedar Rapids,5.9,135
73,1998-10-30,American History X,8.2,3016
13201,2002-05-03,Deuces Wild,5.5,34
7942,2007-09-06,"Run, Fatboy, Run",6.2,238
134371,2012-10-12,Atlas Shrugged Part II,5.4,41
1640,2004-01-13,Crash,7.2,1149
