id,release_date,title,vote_average,vote_count
11635,2003-02-21,Old School,6.6,541
1494,2006-12-21,Curse of the Golden Flower,6.6,203
1696,2005-07-22,The Devil's Rejects,6.6,322
45132,2010-09-09,Super,6.6,441
3989,2004-10-10,Team America: World Police,6.6,660
68818,2011-08-31,Blackthorn,6.6,73
46420,2009-09-13,The Loved Ones,6.6,207
17979,2009-11-04,A Christmas Carol,6.6,1095
2142,1997-08-15,Cop Land,6.6,382
158895,2013-06-28,This Is Martin Bonner,6.6,4
198184,2015-03-04,Chappie,6.6,3062
325789,2016-07-13,The Infiltrator,6.6,573
710,1995-11-16,GoldenEye,6.6,1174
136400,2013-08-02,2 Guns,6.6,1589
83542,2012-10-26,Cloud Atlas,6.6,2977
105864,2015-11-14,The Good Dinosaur,6.6,1736
44896,2011-03-02,Rango,6.6,2051
18925,2006-09-29,Facing the Giants,6.6,64
6575,2007-12-21,Walk Hard: The Dewey Cox Story,6.6,212
3902,2007-10-01,I'm Not There.,6.6,195
29917,2009-06-19,Exam,6.6,523
43942,2010-10-01,Freakonomics,6.6,36
10195,2011-04-21,Thor,6.6,6525
13362,2007-04-30,Taxi to the Dark Side,6.6,53
49049,2012-09-07,Dredd,6.6,1940
316152,2016-06-24,Free State of Jones,6.6,428
7980,2009-12-26,The Lovely Bones,6.6,1065
10288,2006-09-07,Fido,6.6,135
245,2002-04-26,About a Boy,6.6,607
712,1994-03-09,Four Weddings and a Funeral,6.6,632
11156,2009-04-22,Coco Before Chanel,6.6,246
6973,2007-08-31,In the Valley of Elah,6.6,261
691,1977-07-07,The Spy Who Loved Me,6.6,507
10027,2005-02-02,Unleashed,6.6,518
5722,1970-07-17,Beyond the Valley of the Dolls,6.6,53
920,2006-06-08,Cars,6.6,3877
51540,2011-07-08,Horrible Bosses,6.5,2277
50456,2011-04-07,Hanna,6.5,1263
667,1967-06-12,You Only Live Twice,6.5,531
660,1965-12-16,Thunderball,6.5,562
8065,2008-03-27,21,6.5,1375
4349,2007-08-22,The Kingdom,6.5,513
135397,2015-06-09,Jurassic World,6.5,8662
55721,2011-04-28,Bridesmaids,6.5,1661
298,2007-06-07,Ocean's Thirteen,6.5,1999
1930,2012-06-27,The Amazing Spider-Man,6.5,6586
39781,2010-07-09,The Kids Are All Right,6.5,506
17908,2000-01-14,My Dog Skip,6.5,69
950,2006-03-23,Ice Age: The Meltdown,6.5,2951
8967,2011-05-18,The Tree of Life,6.5,987
49521,2013-06-12,Man of Steel,6.5,6359
73567,2011-09-10,Killer Joe,6.5,425
20178,2009-08-20,World's Greatest Dad,6.5,177
7859,2006-08-11,Half Nelson,6.5,240
6538,2007-12-19,Charlie Wilson's War,6.5,338
102382,2014-04-16,The Amazing Spider-Man 2,6.5,4179
64678,2011-06-17,The Art of Getting By,6.5,415
2300,1996-11-15,Space Jam,6.5,1288
50544,2011-07-21,Friends with Benefits,6.5,2237
2976,2007-07-13,Hairspray,6.5,709
48138,2011-02-16,Unknown,6.5,1265
46195,2011-04-03,Rio,6.5,2166
8669,2008-02-22,Charlie Bartlett,6.5,225
1246,2006-12-20,Rocky Balboa,6.5,835
171274,2014-12-25,Inherent Vice,6.5,833
205775,2015-11-20,In the Heart of the Sea,6.5,1276
87499,2013-05-31,The East,6.5,305
38448,2009-09-14,Ondine,6.5,84
10316,2011-09-24,The Ides of March,6.5,910
26171,2009-12-04,Everybody's Fine,6.5,284
36647,1998-08-21,Blade,6.5,1905
64328,2011-11-22,The Muppets,6.5,501
10045,2004-11-09,District B13,6.5,565
41216,2010-07-10,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703
86825,2013-02-28,Stoker,6.5,882
38363,2010-05-20,Fair Game,6.5,235
1487,2004-04-02,Hellboy,6.5,2225
227973,2015-11-05,The Peanuts Movie,6.5,604
30596,2009-12-18,Bodyguards and Assassins,6.5,57
3021,2007-07-12,1408,6.5,1343
11322,2009-07-01,Public Enemies,6.5,1344
544,1998-07-15,There's Something About Mary,6.5,1590
1635,2005-07-20,The Island,6.5,1770
91586,2013-09-12,Insidious: Chapter 2,6.5,1211
74465,2011-12-22,We Bought a Zoo,6.5,909
4566,2007-09-28,Michael Clayton,6.5,501
38050,2011-03-03,The Adjustment Bureau,6.5,1652
57120,2010-09-05,Meek's Cutoff,6.5,77
591,2006-05-17,The Da Vinci Code,6.5,2704
253306,2014-09-04,Housebound,6.5,358
101267,2012-06-28,Katy Perry: Part of Me,6.5,85
13090,2008-01-18,Sunshine Cleaning,6.5,255
206197,2015-04-10,The Sisterhood of Night,6.5,31
54897,2011-02-25,The Grace Card,6.5,10
22970,2012-04-12,The Cabin in the Woods,6.5,2263
10147,2003-11-26,Bad Santa,6.5,656
496,2006-11-01,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579
339408,2016-09-09,The Birth of a Nation,6.5,178
19898,2009-09-08,Pandorum,6.5,774
1887,2006-05-24,Marie Antoinette,6.5,642
62835,2011-07-27,Colombiana,6.5,824
7446,2008-08-09,Tropic Thunder,6.5,1667
12113,2008-10-10,Body of Lies,6.5,895
956,2006-05-03,Mission: Impossible III,6.5,2028
71864,2012-08-15,The Odd Life of Timothy Green,6.5,386
2044,2006-06-16,The Lake House,6.5,670
8355,2009-06-29,Ice Age: Dawn of the Dinosaurs,6.5,2271
39513,2011-02-14,Paul,6.5,1789
84355,2011-09-11,Your Sister's Sister,6.5,137
13405,2008-07-03,The Children of Huang Shi,6.5,52
22794,2009-09-17,Cloudy with a Chance of Meatballs,6.5,1747
46332,2010-05-18,Of Gods and Men,6.5,91
668,1969-12-12,On Her Majesty's Secret Service,6.5,456
241239,2014-12-30,A Most Violent Year,6.5,546
241259,2016-05-25,Alice Through the Looking Glass,6.5,1725
16538,2009-03-20,"I Love You, Man",6.5,515
109428,2013-04-05,Evil Dead,6.4,1723
5072,2006-05-19,Severance,6.4,169
83686,2012-09-07,The Words,6.4,379
7191,2008-01-15,Cloverfield,6.4,2251
301365,2016-06-08,The Neon Demon,6.4,887
227719,2015-01-30,Project Almanac,6.4,933
44147,2010-06-17,Wild Target,6.4,215
109421,2013-02-07,Side Effects,6.4,1323
8456,2008-03-04,Never Back Down,6.4,497
96399,2012-06-01,For Greater Glory - The True Story of Cristiada,6.4,35
11354,2005-01-23,The Upside of Anger,6.4,72
25195,2010-01-08,Leap Year,6.4,465
10664,2009-09-15,[REC]²,6.4,489
367961,2015-11-12,Savva. Heart of the Warrior,6.4,7
790,1980-02-08,The Fog,6.4,311
75174,2012-01-26,The Grey,6.4,1451
7516,2006-12-09,Smokin' Aces,6.4,534
8359,2008-07-02,Kit Kittredge: An American Girl,6.4,34
9613,2002-12-13,Spider,6.4,168
512,2006-07-27,Scoop,6.4,420
253,1973-07-05,Live and Let Die,6.4,533
227156,2014-08-11,The Giver,6.4,1798
302,2003-05-18,Swimming Pool,6.4,153
45610,2011-09-23,Machine Gun Preacher,6.4,286
16614,2009-04-03,Adventureland,6.4,737
294254,2015-09-09,Maze Runner: The Scorch Trials,6.4,3040
16523,2009-10-16,Where the Wild Things Are,6.4,572
60420,2011-10-28,Like Crazy,6.4,381
58492,2011-04-22,The Greatest Movie Ever Sold,6.4,88
211672,2015-06-17,Minions,6.4,4571
1576,2002-03-15,Resident Evil,6.4,2065
75612,2013-04-10,Oblivion,6.4,4800
20943,2009-07-24,The Ugly Truth,6.4,972
1894,2002-05-15,Star Wars: Episode II - Attack of the Clones,6.4,3992
246655,2016-05-18,X-Men: Apocalypse,6.4,4721
1550,2003-01-19,Pieces of April,6.4,64
294086,2014-07-26,Tiger Orange,6.4,4
163,2004-12-09,Ocean's Twelve,6.4,2124
84184,2012-08-03,Celeste & Jesse Forever,6.4,163
146216,2013-07-18,RED 2,6.4,1526
8909,2008-06-19,Wanted,6.4,2528
12155,2010-03-03,Alice in Wonderland,6.4,4645
1865,2011-05-14,Pirates of the Caribbean: On Stranger Tides,6.4,4948
6639,2007-10-04,Love in the Time of Cholera,6.4,81
834,2006-01-12,Underworld: Evolution,6.4,1528
22972,2010-03-11,Green Zone,6.4,717
10159,2003-09-26,The Rundown,6.4,514
9870,2008-04-17,Forgetting Sarah Marshall,6.4,1172
310,2003-05-23,Bruce Almighty,6.4,3012
16899,2008-01-01,Easy Virtue,6.3,108
2667,1999-07-14,The Blair Witch Project,6.3,1055
75674,2012-02-24,Act of Valor,6.3,417
16617,2004-05-07,Mindhunters,6.3,333
70981,2012-05-30,Prometheus,6.3,5080
588,2006-04-21,Silent Hill,6.3,1067
56601,2010-04-01,The Perfect Game,6.3,30
27582,2011-01-13,The Mechanic,6.3,1045
9297,2006-07-21,Monster House,6.3,874
23631,2010-09-01,Machete,6.3,1150
84188,2012-08-23,Compliance,6.3,221
231,2005-11-23,Syriana,6.3,451
238615,2015-07-10,Self/less,6.3,1091
59678,2011-05-12,Attack the Block,6.3,733
72105,2012-06-29,Ted,6.3,4697
46528,2010-12-02,The Warrior's Way,6.3,136
8461,2007-10-20,Funny Games,6.3,545
7873,2005-09-11,Harsh Times,6.3,197
76170,2013-07-23,The Wolverine,6.3,4053
50546,2011-02-10,Just Go with It,6.3,1543
1893,1999-05-19,Star Wars: Episode I - The Phantom Menace,6.3,4432
240832,2014-07-14,Lucy,6.3,5878
15158,1988-07-08,Phantasm II,6.3,94
1378,2006-05-20,Shortbus,6.3,140
681,1971-12-13,Diamonds Are Forever,6.3,553
8386,2001-12-21,How High,6.3,218
61891,2011-10-21,Anonymous,6.3,288
50780,2011-02-11,The Beaver,6.3,276
109414,2013-06-12,This Is the End,6.3,2359
48289,2010-04-11,The Debt,6.3,257
202575,2013-12-24,Thunder and the House of Magic,6.3,121
9489,1998-12-17,You've Got Mail,6.3,838
72387,2012-04-16,Safe,6.3,799
5551,2000-07-31,Space Cowboys,6.3,403
42151,2009-09-01,Down Terrace,6.3,26
14914,2008-09-07,Flash of Genius,6.3,59
3594,2007-02-23,The Number 23,6.3,1018
20526,2010-12-10,TRON: Legacy,6.3,2841
13150,2008-09-09,Pride and Glory,6.3,240
189,2014-08-20,Sin City: A Dame to Kill For,6.3,1286
295964,2015-10-02,Burnt,6.3,950
176124,2013-04-19,Home Run,6.3,24
25350,2004-09-14,Imaginary Heroes,6.3,29
75780,2012-12-20,Jack Reacher,6.3,2998
206647,2015-10-26,Spectre,6.3,4466
310131,2016-02-19,The Witch,6.3,1434
59961,2012-02-09,Safe House,6.3,1345
376659,2016-07-28,Bad Moms,6.3,1252
13053,2008-11-21,Bolt,6.3,1750
1729,2008-04-18,The Forbidden Kingdom,6.3,461
300673,2016-01-25,The Finest Hours,6.3,588
172385,2014-03-19,Rio 2,6.3,978
60307,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
682,1974-12-01,The Man with the Golden Gun,6.3,524
699,1981-06-23,For Your Eyes Only,6.3,490
68735,2016-05-25,Warcraft,6.3,2268
542,2002-10-01,The Crime of Padre Amaro,6.2,36
455,2002-04-11,Bend It Like Beckham,6.2,578
22897,2009-12-23,It's Complicated,6.2,360
66195,2010-07-01,The Perfect Host,6.2,135
18405,2009-03-13,The Last House on the Left,6.2,440
290751,2015-10-14,Secret in Their Eyes,6.2,336
63492,2011-09-30,What's Your Number?,6.2,671
82525,2012-07-06,Savages,6.2,766
39538,2011-09-08,Contagion,6.2,1325
6961,2005-02-04,The Wedding Date,6.2,230
257445,2015-08-05,Goosebumps,6.2,995
45243,2011-05-25,The Hangover Part II,6.2,3739
82682,2013-01-10,Gangster Squad,6.2,1778
36586,2002-03-22,Blade II,6.2,1528
123553,2013-08-21,The Mortal Instruments: City of Bones,6.2,1602
22832,2009-09-29,Ninja Assassin,6.2,371
9718,2006-08-04,Talladega Nights: The Ballad of Ricky Bobby,6.2,491
48231,2011-09-30,A Dangerous Method,6.2,571
50725,2011-03-04,Take Me Home Tonight,6.2,208
41733,2010-11-04,Due Date,6.2,1685
245703,2016-02-18,Midnight Special,6.2,694
347764,2015-08-31,Goddess of Love,6.2,9
8675,1997-09-06,Orgazmo,6.2,115
302699,2016-06-15,Central Intelligence,6.2,1650
179,2005-04-08,The Interpreter,6.2,392
4513,2007-10-17,30 Days of Night,6.2,767
8871,2000-11-17,How the Grinch Stole Christmas,6.2,1386
87421,2013-09-02,Riddick,6.2,2035
6957,2005-08-11,The 40 Year Old Virgin,6.2,1983
13335,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,6.2,497
435,2004-05-26,The Day After Tomorrow,6.2,2392
5125,2007-09-07,Rendition,6.2,205
41144,2009-11-05,To Save A Life,6.2,21
4964,2007-06-01,Knocked Up,6.2,1214
700,1983-06-05,Octopussy,6.2,527
8435,2005-07-17,A Cock and Bull Story,6.2,43
27576,2010-07-21,Salt,6.2,2093
2080,2009-04-28,X-Men Origins: Wolverine,6.2,4021
10527,2008-10-30,Madagascar: Escape 2 Africa,6.2,1810
8960,2008-07-01,Hancock,6.2,2961
26320,2009-09-03,Taking Woodstock,6.2,127
158852,2015-05-19,Tomorrowland,6.2,2846
49526,2012-08-24,Premium Rush,6.2,832
294272,2016-08-10,Pete's Dragon,6.2,679
9543,2010-05-19,Prince of Persia: The Sands of Time,6.2,2317
52015,2010-09-30,Stake Land,6.2,285
31867,2010-03-18,Repo Men,6.2,620
7942,2007-09-06,"Run, Fatboy, Run",6.2,238
20662,2010-05-12,Robin Hood,6.2,1398
41154,2012-05-23,Men in Black 3,6.2,4160
8141,2007-02-09,You Kill Me,6.2,80
22820,2009-09-30,Gentlemen Broncos,6.2,51
16871,2009-03-15,Drag Me to Hell,6.2,966
13600,2008-10-07,City of Ember,6.2,605
43933,2010-06-18,Monsters,6.2,587
1957,2002-05-24,Enough,6.2,264
708,1987-06-29,The Living Daylights,6.2,440
57800,2012-06-26,Ice Age: Continental Drift,6.2,2672
73873,2011-12-21,Albert Nobbs,6.2,132
49527,2012-01-13,Man on a Ledge,6.2,925
10184,2009-02-06,He's Just Not That Into You,6.2,959
60309,2010-09-10,The Conspirator,6.2,137
34813,2010-04-23,The Losers,6.2,515
62008,2012-02-23,Good Deeds,6.2,45
71688,2011-12-30,The Iron Lady,6.2,527
7461,2008-02-01,Vantage Point,6.2,716
332567,2016-06-24,The Shallows,6.2,1567
262500,2015-03-18,Insurgent,6.2,3829
18487,2009-06-11,The Taking of Pelham 1 2 3,6.2,954
75,1996-12-12,Mars Attacks!,6.1,1509
9615,2006-06-03,The Fast and the Furious: Tokyo Drift,6.1,1705
49529,2012-03-07,John Carter,6.1,2124
10764,2008-10-30,Quantum of Solace,6.1,2965
9792,2006-03-10,The Hills Have Eyes,6.1,705
41479,2009-09-13,The Joneses,6.1,210
36046,2004-11-24,The Work and the Glory,6.1,7
27374,2008-06-17,Lake Mungo,6.1,90
693,2004-12-22,Meet the Fockers,6.1,1373
3536,2000-04-20,U-571,6.1,340
16577,2009-10-15,Astro Boy,6.1,409
7484,2006-09-29,Open Season,6.1,656
138103,2014-08-04,The Expendables 3,6.1,1795
53182,2014-03-05,300: Rise of an Empire,6.1,2397
77950,2013-07-11,Turbo,6.1,1074
65086,2012-02-01,The Woman in Black,6.1,1206
38356,2011-06-28,Transformers: Dark of the Moon,6.1,3299
15005,2006-10-13,One Night with the King,6.1,12
316727,2016-06-29,The Purge: Election Year,6.1,1306
9425,1998-10-23,Soldier,6.1,221
11247,2004-07-10,A Cinderella Story,6.1,713
39053,2010-06-18,Cyrus,6.1,133
76163,2012-08-08,The Expendables 2,6.1,2896
14451,2009-01-09,Dead Snow,6.1,311
27581,2010-08-06,The Other Guys,6.1,1383
52520,2012-01-19,Underworld: Awakening,6.1,1862
77930,2012-06-28,Magic Mike,6.1,1040
14758,2008-10-03,Good Dick,6.1,34
38843,2010-07-23,Ramona and Beezus,6.1,245
39563,2009-04-24,The Eclipse,6.1,15
8988,2008-03-28,Stop-Loss,6.1,82
38357,2010-01-12,Morning Glory,6.1,412
9759,2004-09-06,Cellular,6.1,537
7737,2007-09-20,Resident Evil: Extinction,6.1,1292
260346,2014-12-16,Taken 3,6.1,2200
116741,2013-06-07,The Internship,6.1,1658
10947,2006-01-20,High School Musical,6.1,1000
2453,1991-08-23,Harley Davidson and the Marlboro Man,6.1,82
41630,2011-01-21,No Strings Attached,6.1,1331
10523,2008-10-17,W.,6.1,143
71552,2012-04-04,American Reunion,6.1,1611
134374,2013-04-18,Pain & Gain,6.1,1573
340816,2015-12-04,Christmas Eve,6.1,24
35688,2010-04-02,Why Did I Get Married Too?,6.1,29
8999,2005-11-11,Derailed,6.1,319
3638,2007-07-25,No Reservations,6.1,327
28355,2009-08-13,Case 39,6.1,563
218778,2014-10-08,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493
50698,2011-09-09,Grave Encounters,6.1,381
41283,2010-11-23,Faster,6.1,568
7220,2004-04-15,The Punisher,6.1,766
26389,2010-02-05,From Paris with Love,6.1,675
41446,2011-04-11,Scream 4,6.1,902
16996,2009-03-11,17 Again,6.1,1350
10358,2008-09-18,Zack and Miri Make a Porno,6.1,721
323675,2016-01-14,Ride Along 2,6.1,555
6557,2008-01-10,27 Dresses,6.1,978
77866,2012-01-12,Contraband,6.1,770
256274,2014-08-14,"As Above, So Below",6.1,766
49040,2012-08-08,The Bourne Legacy,6.0,2651
10185,2008-08-07,The Midnight Meat Train,6.0,290
38117,2011-01-21,Beastly,6.0,849
38365,2010-06-24,Grown Ups,6.0,1705
298312,2015-09-10,The Visit,6.0,1360
37710,2010-12-08,The Tourist,6.0,1699
23048,2010-03-26,Hot Tub Time Machine,6.0,894
11323,2009-09-18,The Informant!,6.0,301
285743,2016-03-29,Alleluia! The Devil's Carnival,6.0,2
45658,2010-10-15,Everything Must Go,6.0,208
58233,2011-09-15,Johnny English Reborn,6.0,1007
45324,2010-09-16,Casino Jack,6.0,94
84204,2012-08-10,Grabbers,6.0,140
254128,2015-05-27,San Andreas,6.0,2968
37414,2010-02-19,The Killer Inside Me,6.0,173
14024,2004-08-10,Raise Your Voice,6.0,211
342521,2016-04-21,Keanu,6.0,421
254904,2014-08-27,The November Man,6.0,639
38428,2007-08-03,"Gandhi, My Father",6.0,2
4959,2009-02-03,The International,6.0,368
267935,2016-06-01,The BFG,6.0,1000
290595,2016-04-06,The Huntsman: Winter's War,6.0,1523
132232,2013-01-17,Mama,6.0,1401
13680,2007-09-28,The Game Plan,6.0,428
72358,2012-03-07,A Thousand Words,6.0,373
1248,2007-02-06,Hannibal Rising,6.0,654
27578,2010-08-03,The Expendables,6.0,2926
20764,2008-12-10,Sleep Dealer,6.0,40
172533,2013-08-23,Drinking Buddies,6.0,356
714,1997-12-11,Tomorrow Never Dies,6.0,925
11665,2008-06-19,Get Smart,6.0,1051
16353,2008-12-04,Ong Bak 2,6.0,152
36643,1999-11-08,The World Is Not Enough,6.0,862
19901,2009-01-06,Daybreakers,6.0,634
15512,2009-03-19,Monsters vs Aliens,6.0,1423
5178,2009-09-11,The Good Heart,6.0,21
13523,2008-10-16,Sex Drive,6.0,342
206284,2013-10-04,Grace Unplugged,6.0,24
55465,2011-11-04,A Very Harold & Kumar Christmas,6.0,328
1844,1999-04-29,Entrapment,6.0,602
255266,2013-02-14,Dry Spell,6.0,1
19457,2000-04-27,The Yards,6.0,97
58151,2011-08-18,Fright Night,6.0,603
4244,2000-07-07,The Kid,6.0,238
80585,2012-06-13,Rock of Ages,6.0,385
8373,2009-06-19,Transformers: Revenge of the Fallen,6.0,3138
38073,2010-09-01,Going the Distance,6.0,262
10483,2008-08-22,Death Race,6.0,1175
2309,2008-12-11,Inkheart,6.0,592
27569,2010-01-21,Extraordinary Measures,6.0,89
137321,2014-02-13,Winter's Tale,6.0,487
18126,2009-04-10,Hannah Montana: The Movie,6.0,449
18191,2005-08-31,Edmond,6.0,50
707,1985-05-24,A View to a Kill,6.0,506
23082,2009-09-13,The Invention of Lying,6.0,518
22907,2010-08-26,Takers,6.0,394
10589,2004-11-12,After the Sunset,6.0,226
10192,2010-05-16,Shrek Forever After,6.0,1959
608,2002-07-03,Men in Black II,6.0,3114
236751,2014-04-16,Heaven is for Real,6.0,229
11619,2006-10-22,Flushed Away,6.0,874
22804,2009-10-22,Saw VI,6.0,722
88794,2011-11-09,J. Edgar,6.0,741
810,2007-05-17,Shrek the Third,6.0,2278
57119,2011-05-06,Jumping the Broom,6.0,56
35019,2010-03-26,Nanny McPhee and the Big Bang,6.0,436
2662,2003-04-11,House of 1000 Corpses,6.0,306
7870,2005-05-13,Down in the Valley,5.9,63
4380,2004-10-15,Shall We Dance?,5.9,297
7552,2005-12-21,Fun with Dick and Jane,5.9,627
78307,2004-09-11,On the Outs,5.9,6
559,2007-05-01,Spider-Man 3,5.9,3576
10521,2009-01-09,Bride Wars,5.9,856
57201,2013-07-03,The Lone Ranger,5.9,2311
37834,2010-06-15,Knight and Day,5.9,1547
14442,2004-04-09,Ella Enchanted,5.9,437
22821,2009-11-24,The Boondock Saints II: All Saints Day,5.9,261
259694,2016-01-21,How to Be Single,5.9,1201
32823,2010-06-04,Get Him to the Greek,5.9,612
698,1979-06-26,Moonraker,5.9,541
23827,2007-09-14,Paranormal Activity,5.9,1316
262504,2016-03-09,Allegiant,5.9,1998
534,2009-05-20,Terminator Salvation,5.9,2463
955,2000-05-24,Mission: Impossible II,5.9,1928
18360,2009-05-20,Night at the Museum: Battle of the Smithsonian,5.9,1971
663,2007-10-25,Saw IV,5.9,903
55779,2011-08-12,Final Destination 5,5.9,866
324668,2016-07-27,Jason Bourne,5.9,2341
52067,2011-02-11,Cedar Rapids,5.9,135
297761,2016-08-02,Suicide Squad,5.9,7458
10991,2000-07-08,Pokémon: Spell of the Unknown,5.9,137
18632,2007-03-03,A Dog's Breakfast,5.9,24
8090,2008-01-22,Untraceable,5.9,238
182,2006-12-08,The Good German,5.9,86
23759,2010-02-15,Centurion,5.9,386
49022,2011-05-05,Something Borrowed,5.9,296
15092,2009-04-16,Crank: High Voltage,5.9,861
49520,2011-08-05,The Change-Up,5.9,736
8247,2008-02-10,Jumper,5.9,1799
46529,2011-02-18,I Am Number Four,5.9,1567
19959,2009-09-24,Surrogates,5.9,1195
13811,2009-03-19,Knowing,5.9,1486
328111,2016-06-18,The Secret Life of Pets,5.9,3462
11678,2000-12-08,Vertical Limit,5.9,283
1620,2007-11-21,Hitman,5.9,966
10982,2005-12-16,Hoodwinked!,5.9,479
23629,2011-03-24,Sucker Punch,5.9,1623
8818,1996-12-14,Evita,5.9,120
153518,2016-05-11,The Angry Birds Movie,5.9,1022
35056,2010-04-08,Date Night,5.9,1122
22327,2009-09-11,Youth in Revolt,5.9,319
103370,2012-06-29,Madea's Witness Protection,5.9,52
59981,2013-06-13,Legends of Oz: Dorothy's Return,5.9,43
72431,2012-01-19,Red Tails,5.9,178
13132,2003-08-01,All the Real Girls,5.9,30
4614,2002-05-31,The Sum of All Fears,5.9,437
41210,2010-05-11,The Switch,5.9,583
47088,2010-08-01,The Extra Man,5.9,29
1961,2007-10-01,My Name Is Bruce,5.9,107
34016,2010-03-11,She's Out of My League,5.9,525
76493,2012-05-15,The Dictator,5.9,1743
59962,2012-02-14,This Means War,5.9,1389
818,2002-07-26,Austin Powers in Goldmember,5.9,979
13389,2008-09-11,Righteous Kill,5.9,375
1656,2005-10-24,The Legend of Zorro,5.9,893
12610,2001-08-07,Osmosis Jones,5.9,228
287903,2015-11-26,Krampus,5.9,584
45272,2010-12-22,Country Strong,5.9,80
709,1989-07-07,Licence to Kill,5.9,541
9836,2006-11-16,Happy Feet,5.9,1410
21349,1999-11-12,Anywhere But Here,5.9,66
72571,2011-10-19,Paranormal Activity 3,5.9,669
33217,2010-03-19,Diary of a Wimpy Kid,5.9,355
9408,2007-06-08,Surf's Up,5.9,601
76285,2013-08-07,Percy Jackson: Sea of Monsters,5.9,1648
10313,2009-10-17,The Men Who Stare at Goats,5.9,742
7501,2001-09-07,Knockaround Guys,5.9,97
59968,2011-08-26,Our Idiot Brother,5.9,365
35791,2010-09-09,Resident Evil: Afterlife,5.8,1363
22824,2009-11-06,The Fourth Kind,5.8,441
242095,2014-03-15,The Signal,5.8,631
89857,2012-03-06,High Road,5.8,22
9989,2001-01-12,Antitrust,5.8,153
1257,2007-02-02,Because I Said So,5.8,191
44040,2010-01-13,Devil,5.8,816
321258,2016-01-22,The Boy,5.8,1102
24021,2010-06-23,The Twilight Saga: Eclipse,5.8,2301
4970,2003-11-21,Gothika,5.8,629
20468,1999-01-01,The Big Tease,5.8,6
1588,2000-08-25,Bring It On,5.8,568
33909,2010-09-02,Wall Street: Money Never Sleeps,5.8,493
58595,2012-05-30,Snow White and the Huntsman,5.8,3118
152760,2014-01-24,The Monuments Men,5.8,1523
258509,2015-12-17,Alvin and the Chipmunks: The Road Chip,5.8,428
25968,2009-05-16,Veronika Decides to Die,5.8,75
49013,2011-06-11,Cars 2,5.8,2033
46256,2011-06-03,The Lion of Judah,5.8,2
38167,2010-08-12,Eat Pray Love,5.8,636
39055,2008-12-24,Free Style,5.8,4
133805,2013-10-16,Carrie,5.8,1463
81796,2012-04-12,Lockout,5.8,715
10199,2008-12-19,The Tale of Despereaux,5.8,258
267860,2016-03-02,London Has Fallen,5.8,1621
8780,2008-04-23,Baby Mama,5.8,205
48340,2011-02-03,Sanctum,5.8,339
77883,2012-08-30,The Possession,5.8,498
226354,2013-11-22,The Christmas Candle,5.8,8
172391,2013-07-18,Khumba,5.8,72
252512,2015-04-03,While We're Young,5.8,383
9945,1998-04-15,Vampires,5.8,255
2268,2007-12-04,The Golden Compass,5.8,1303
5966,2004-01-16,Along Came Polly,5.8,773
288980,2014-08-21,Freedom,5.8,9
91314,2014-06-25,Transformers: Age of Extinction,5.8,3095
9257,2003-08-08,S.W.A.T.,5.8,770
13067,2007-04-16,In the Land of Women,5.8,160
27022,2010-07-13,The Sorcerer's Apprentice,5.8,1470
228165,2015-02-05,The SpongeBob Movie: Sponge Out of Water,5.8,719
8409,2003-04-04,A Man Apart,5.8,258
308531,2016-06-01,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963
44603,2010-10-15,Hereafter,5.8,510
41439,2010-10-21,Saw: The Final Chapter,5.8,730
14191,2006-03-03,Aquamarine,5.8,364
274167,2015-12-25,Daddy's Home,5.8,854
36670,1983-10-07,Never Say Never Again,5.8,338
8966,2008-11-20,Twilight,5.8,3561
98566,2014-08-07,Teenage Mutant Ninja Turtles,5.8,2636
76494,2012-05-17,What to Expect When You're Expecting,5.8,594
72545,2012-01-19,Journey 2: The Mysterious Island,5.8,1030
18615,2006-08-30,Fur: An Imaginary Portrait of Diane Arbus,5.8,73
36691,2009-09-07,Solitary Man,5.8,84
2135,2002-03-04,The Time Machine,5.8,631
79777,2011-12-23,In the Land of Blood and Honey,5.8,45
109418,2013-07-11,Grown Ups 2,5.8,1155
10317,2015-09-11,Our Brand Is Crisis,5.8,195
98369,2012-04-13,Blue Like Jazz,5.8,25
64689,2012-09-20,Killing Them Softly,5.8,742
11459,2005-07-29,Sky High,5.8,550
175541,2013-11-27,Black Nativity,5.8,16
7451,2002-08-09,xXx,5.8,1424
10153,1998-02-13,Sphere,5.8,476
21355,2000-12-11,All the Pretty Horses,5.8,60
10022,2005-03-04,The Pacifier,5.8,842
87101,2015-06-23,Terminator Genisys,5.8,3631
65759,2011-11-17,Happy Feet Two,5.8,373
36669,2002-11-17,Die Another Day,5.8,1092
59108,2011-11-02,Tower Heist,5.8,932
48171,2011-01-28,The Rite,5.8,556
207769,2013-08-26,Banshee Chapter,5.7,92
1690,2005-01-06,Hostel,5.7,887
80468,2011-04-14,Some Guy Who Kills People,5.7,45
41436,2010-10-20,Paranormal Activity 2,5.7,722
9022,2008-02-15,All the Boys Love Mandy Lane,5.7,209
125490,2012-09-19,Antiviral,5.7,112
