Date Local,CO Mean,CO 1st Max Hour
2007/8/4,0.7,0
2007/8/4,0.675,6
2007/8/4,0.7,0
2007/8/5,0.525,21
2007/8/5,0.545833,0
2007/8/5,0.525,21
2007/8/5,0.545833,0
2007/8/6,0.740909,17
2007/8/6,0.7125,21
2007/8/6,0.740909,17
2007/8/6,0.7125,21
2007/8/7,0.804167,5
2007/8/7,0.816667,0
2007/8/7,0.804167,5
2007/8/7,0.816667,0
2007/8/8,0.7625,7
2007/8/8,0.791667,0
2007/8/8,0.7625,7
2007/8/8,0.791667,0
2007/8/10,0.533333,5
2007/8/10,0.554167,0
2007/8/10,0.533333,5
2007/8/10,0.554167,0
2007/8/11,0.6875,21
2007/8/11,0.591667,23
2007/8/11,0.6875,21
2007/8/11,0.591667,23
2007/8/23,0.529167,20
2007/8/23,0.5,21
2007/8/23,0.529167,20
2007/8/23,0.5,21
2007/8/24,0.795833,22
2007/8/24,0.754167,9
2007/8/24,0.795833,22
2007/8/24,0.754167,9
2007/8/25,0.7625,20
2007/8/25,0.791667,0
2007/8/25,0.7625,20
2007/8/25,0.791667,0
2007/8/26,0.525,0
2007/8/26,0.5625,0
2007/8/26,0.525,0
2007/8/26,0.5625,0
2007/8/27,0.5,6
2007/8/27,0.511111,22
2007/8/27,0.5,6
2007/8/27,0.511111,22
2007/8/28,0.579167,1
2007/8/28,0.583333,0
2007/8/28,0.579167,1
2007/8/28,0.583333,0
2007/8/29,0.641667,6
2007/8/29,0.645833,6
2007/8/29,0.641667,6
2007/8/29,0.645833,6
2007/8/30,0.675,7
2007/8/30,0.679167,12
2007/8/30,0.675,7
2007/8/30,0.679167,12
2007/8/31,0.633333,0
2007/8/31,0.641667,3
2007/8/31,0.633333,0
2007/8/31,0.641667,3
2007/9/1,0.4625,19
2007/9/1,0.466667,0
2007/9/1,0.4625,19
2007/9/1,0.466667,0
2007/9/2,0.5125,17
2007/9/2,0.529167,0
2007/9/2,0.5125,17
2007/9/2,0.529167,0
2007/9/3,0.604167,18
2007/9/3,0.6,21
2007/9/3,0.604167,18
2007/9/3,0.6,21
2007/9/4,0.643478,21
2007/9/4,0.6375,0
2007/9/4,0.643478,21
2007/9/4,0.6375,0
2007/9/5,0.629167,19
2007/9/5,0.641667,0
2007/9/5,0.629167,19
2007/9/5,0.641667,0
2007/9/6,0.670833,5
2007/9/6,0.675,8
2007/9/6,0.670833,5
2007/9/6,0.675,8
2007/9/7,0.75,8
2007/9/7,0.754167,11
2007/9/7,0.75,8
2007/9/7,0.754167,11
2007/9/8,0.770833,21
2007/9/8,0.766667,21
2007/9/8,0.770833,21
2007/9/8,0.766667,21
2007/9/9,0.695833,0
2007/9/9,0.720833,0
2007/9/9,0.695833,0
2007/9/9,0.720833,0
2007/9/10,0.708696,6
2007/9/10,0.7,0
2007/9/10,0.708696,6
2007/9/10,0.7,0
2007/9/11,0.830435,16
2007/9/11,0.825,17
2007/9/11,0.830435,16
2007/9/11,0.825,17
2007/9/12,0.695833,6
2007/9/12,0.720833,0
2007/9/12,0.695833,6
2007/9/12,0.720833,0
2007/9/13,0.791667,6
2007/9/13,0.8,7
2007/9/13,0.791667,6
2007/9/13,0.8,7
2007/9/14,0.870833,2
2007/9/14,0.883333,5
2007/9/14,0.870833,2
2007/9/14,0.883333,5
2007/9/15,0.729167,7
2007/9/15,0.7375,0
2007/9/15,0.729167,7
2007/9/15,0.7375,0
2007/9/16,0.791667,20
2007/9/16,0.7375,23
2007/9/16,0.791667,20
2007/9/16,0.7375,23
2007/9/17,0.473913,5
2007/9/17,0.579167,0
2007/9/17,0.473913,5
2007/9/17,0.579167,0
2007/9/18,0.479167,23
2007/9/18,0.416667,23
2007/9/18,0.479167,23
2007/9/18,0.416667,23
2007/9/19,0.620833,0
2007/9/19,0.691667,2
2007/9/19,0.620833,0
2007/9/19,0.691667,2
2007/9/20,0.658333,8
2007/9/20,0.641667,23
2007/9/20,0.658333,8
2007/9/20,0.641667,23
2007/9/21,0.745833,6
2007/9/21,0.7875,6
2007/9/21,0.745833,6
2007/9/21,0.7875,6
2007/9/22,0.770833,5
2007/9/22,0.7375,6
2007/9/22,0.770833,5
2007/9/22,0.7375,6
2007/9/23,0.5,0
2007/9/23,0.5625,0
2007/9/23,0.5,0
2007/9/23,0.5625,0
2007/9/24,0.504348,6
2007/9/24,0.504167,0
2007/9/24,0.504348,6
2007/9/24,0.504167,0
2007/9/25,0.6375,7
2007/9/25,0.620833,11
2007/9/25,0.6375,7
2007/9/25,0.620833,11
2007/9/26,0.754167,19
2007/9/26,0.729167,11
2007/9/26,0.754167,19
2007/9/26,0.729167,11
2007/9/27,0.654167,7
2007/9/27,0.691667,0
2007/9/27,0.654167,7
2007/9/27,0.691667,0
2007/9/28,0.545833,6
2007/9/28,0.5625,0
2007/9/28,0.545833,6
2007/9/28,0.5625,0
2007/9/29,0.566667,19
2007/9/29,0.533333,22
2007/9/29,0.566667,19
2007/9/29,0.533333,22
2007/9/30,0.533333,0
2007/9/30,0.570833,0
2007/9/30,0.533333,0
2007/9/30,0.570833,0
2007/10/1,0.647826,5
2007/10/1,0.633333,6
2007/10/1,0.647826,5
2007/10/1,0.633333,6
2007/10/2,0.6625,6
2007/10/2,0.6875,2
2007/10/2,0.6625,6
2007/10/2,0.6875,2
2007/10/3,0.6875,16
2007/10/3,0.679167,18
2007/10/3,0.6875,16
2007/10/3,0.679167,18
2007/10/4,0.758333,16
2007/10/4,0.7375,11
2007/10/4,0.758333,16
2007/10/4,0.7375,11
2007/10/5,0.970833,9
2007/10/5,0.95,11
2007/10/5,0.970833,9
2007/10/5,0.95,11
2007/10/6,0.870833,0
2007/10/6,0.9125,0
2007/10/6,0.870833,0
2007/10/6,0.9125,0
2007/10/7,0.670833,0
2007/10/7,0.704167,0
2007/10/7,0.670833,0
2007/10/7,0.704167,0
2007/10/8,0.741667,18
2007/10/8,0.7125,22
2007/10/8,0.741667,18
2007/10/8,0.7125,22
2007/10/9,0.652174,6
2007/10/9,0.691667,0
2007/10/9,0.652174,6
2007/10/9,0.691667,0
2007/10/10,0.7125,7
2007/10/10,0.704167,12
2007/10/10,0.7125,7
2007/10/10,0.704167,12
2007/10/11,0.645833,9
2007/10/11,0.658333,0
2007/10/11,0.645833,9
2007/10/11,0.658333,0
2007/10/12,0.6125,0
2007/10/12,0.616667,0
2007/10/12,0.6125,0
2007/10/12,0.616667,0
2007/10/13,0.670833,18
2007/10/13,0.654167,22
2007/10/13,0.670833,18
2007/10/13,0.654167,22
2007/10/14,0.6625,23
2007/10/14,0.683333,0
2007/10/14,0.6625,23
2007/10/14,0.683333,0
2007/10/15,0.522727,6
2007/10/15,0.570833,6
2007/10/15,0.522727,6
2007/10/15,0.570833,6
2007/10/16,0.533333,23
2007/10/16,0.466667,23
2007/10/16,0.533333,23
2007/10/16,0.466667,23
2007/10/17,0.916667,6
2007/10/17,0.95,3
2007/10/17,0.916667,6
2007/10/17,0.95,3
2007/10/18,0.741667,7
2007/10/18,0.783333,9
2007/10/18,0.741667,7
2007/10/18,0.783333,9
2007/10/19,0.520833,6
2007/10/19,0.5625,0
2007/10/19,0.520833,6
2007/10/19,0.5625,0
2007/10/20,0.458333,1
2007/10/20,0.466667,0
2007/10/20,0.458333,1
2007/10/20,0.466667,0
2007/10/21,0.554167,19
2007/10/21,0.55,19
2007/10/21,0.554167,19
2007/10/21,0.55,19
2007/10/22,0.613043,7
2007/10/22,0.616667,0
2007/10/22,0.613043,7
2007/10/22,0.616667,0
2007/10/23,0.5625,18
2007/10/23,0.566667,0
2007/10/23,0.5625,18
2007/10/23,0.566667,0
2007/10/24,0.541667,4
2007/10/24,0.558333,0
2007/10/24,0.541667,4
2007/10/24,0.558333,0
2007/10/25,0.495833,7
2007/10/25,0.483333,0
2007/10/25,0.495833,7
2007/10/25,0.483333,0
2007/10/26,0.491667,7
2007/10/26,0.5,0
2007/10/26,0.491667,7
2007/10/26,0.5,0
2007/10/27,0.604167,6
2007/10/27,0.595833,16
2007/10/27,0.604167,6
2007/10/27,0.595833,16
2007/10/28,0.495833,0
2007/10/28,0.516667,0
2007/10/28,0.495833,0
2007/10/28,0.516667,0
2007/10/29,0.604348,19
2007/10/29,0.570833,21
2007/10/29,0.604348,19
2007/10/29,0.570833,21
2007/10/30,0.866667,23
2007/10/30,0.804167,23
2007/10/30,0.866667,23
2007/10/30,0.804167,23
2007/10/31,0.995833,7
2007/10/31,1.075,8
2007/10/31,0.995833,7
2007/10/31,1.075,8
2007/11/1,0.7625,7
2007/11/1,0.758333,8
2007/11/1,0.7625,7
2007/11/1,0.758333,8
2007/11/2,0.7125,5
2007/11/2,0.7,0
2007/11/2,0.7125,5
2007/11/2,0.7,0
2007/11/3,0.716667,17
2007/11/3,0.716667,20
2007/11/3,0.716667,17
2007/11/3,0.716667,20
2007/11/4,0.9,21
2007/11/4,0.854167,23
2007/11/4,0.9,21
2007/11/4,0.854167,23
2007/11/5,0.586957,0
2007/11/5,0.7125,0
2007/11/5,0.586957,0
2007/11/5,0.7125,0
2007/11/6,0.404167,7
2007/11/6,0.395833,11
2007/11/6,0.404167,7
2007/11/6,0.395833,11
2007/11/7,0.425,7
2007/11/7,0.429167,8
2007/11/7,0.425,7
2007/11/7,0.429167,8
2007/11/8,0.591667,16
2007/11/8,0.545833,22
2007/11/8,0.591667,16
2007/11/8,0.545833,22
2007/11/9,0.675,2
2007/11/9,0.691667,2
2007/11/9,0.675,2
2007/11/9,0.691667,2
2007/11/10,0.545833,18
2007/11/10,0.5375,0
2007/11/10,0.545833,18
2007/11/10,0.5375,0
2007/11/11,0.725,23
2007/11/11,0.641667,23
2007/11/11,0.725,23
2007/11/11,0.641667,23
2007/11/12,0.9875,8
2007/11/12,1.058333,0
2007/11/12,0.9875,8
2007/11/12,1.058333,0
2007/11/13,0.991304,19
2007/11/13,0.941667,21
2007/11/13,0.991304,19
2007/11/13,0.941667,21
2007/11/14,1.3375,8
2007/11/14,1.3875,8
2007/11/14,1.3375,8
2007/11/14,1.3875,8
2007/11/15,0.779167,8
2007/11/15,0.8,0
2007/11/15,0.779167,8
2007/11/15,0.8,0
2007/11/16,0.6625,6
2007/11/16,0.679167,0
2007/11/16,0.6625,6
2007/11/16,0.679167,0
2007/11/17,0.741667,7
2007/11/17,0.720833,19
2007/11/17,0.741667,7
2007/11/17,0.720833,19
2007/11/18,0.708333,21
2007/11/18,0.7125,0
2007/11/18,0.708333,21
2007/11/18,0.7125,0
2007/11/19,0.46087,0
2007/11/19,0.525,0
2007/11/19,0.46087,0
2007/11/19,0.525,0
2007/11/20,0.583333,9
2007/11/20,0.545833,14
2007/11/20,0.583333,9
2007/11/20,0.545833,14
2007/11/21,1.029167,19
2007/11/21,0.916667,23
2007/11/21,1.029167,19
2007/11/21,0.916667,23
2007/11/22,0.825,1
2007/11/22,0.9875,1
2007/11/22,0.825,1
2007/11/22,0.9875,1
2007/11/23,0.379167,0
2007/11/23,0.3875,0
2007/11/23,0.379167,0
2007/11/23,0.3875,0
2007/11/24,0.479167,17
2007/11/24,0.454167,21
2007/11/24,0.479167,17
2007/11/24,0.454167,21
2007/11/25,0.645833,19
2007/11/25,0.625,18
2007/11/25,0.645833,19
2007/11/25,0.625,18
2007/11/26,0.8875,12
2007/11/26,0.9,16
2007/11/26,0.8875,12
2007/11/26,0.9,16
2007/11/27,0.569565,17
2007/11/27,0.5875,0
2007/11/27,0.569565,17
2007/11/27,0.5875,0
2007/11/28,0.579167,17
2007/11/28,0.5875,21
2007/11/28,0.579167,17
2007/11/28,0.5875,21
2007/11/29,0.716667,17
2007/11/29,0.7125,13
2007/11/29,0.716667,17
2007/11/29,0.7125,13
2007/11/30,0.666667,17
2007/11/30,0.641667,21
2007/11/30,0.666667,17
2007/11/30,0.641667,21
2007/12/1,0.6125,0
2007/12/1,0.645833,0
2007/12/1,0.6125,0
2007/12/1,0.645833,0
2007/12/2,0.783333,21
2007/12/2,0.725,22
2007/12/2,0.783333,21
2007/12/2,0.725,22
2007/12/3,0.63913,0
2007/12/3,0.7625,3
2007/12/3,0.63913,0
2007/12/3,0.7625,3
2007/12/4,0.366667,8
2007/12/4,0.366667,8
2007/12/4,0.366667,8
2007/12/4,0.366667,8
2007/12/5,0.5125,17
2007/12/5,0.508333,14
2007/12/5,0.5125,17
2007/12/5,0.508333,14
2007/12/6,0.483333,18
2007/12/6,0.454167,20
2007/12/6,0.483333,18
2007/12/6,0.454167,20
2007/12/7,0.7625,8
2007/12/7,0.766667,14
2007/12/7,0.7625,8
2007/12/7,0.766667,14
2007/12/8,0.708333,7
2007/12/8,0.733333,0
2007/12/8,0.708333,7
2007/12/8,0.733333,0
2007/12/9,0.645833,12
2007/12/9,0.633333,18
2007/12/9,0.645833,12
2007/12/9,0.633333,18
2007/12/10,0.720833,8
2007/12/10,0.733333,11
2007/12/10,0.720833,8
2007/12/10,0.733333,11
2007/12/11,0.726087,13
2007/12/11,0.704167,20
2007/12/11,0.726087,13
2007/12/11,0.704167,20
2007/12/12,0.716667,7
2007/12/12,0.75,7
2007/12/12,0.716667,7
2007/12/12,0.75,7
2007/12/13,0.654167,7
2007/12/13,0.641667,14
2007/12/13,0.654167,7
2007/12/13,0.641667,14
2007/12/14,0.9125,8
2007/12/14,0.916667,10
2007/12/14,0.9125,8
2007/12/14,0.916667,10
2007/12/15,0.645833,6
2007/12/15,0.6625,0
2007/12/15,0.645833,6
2007/12/15,0.6625,0
2007/12/16,0.683333,18
2007/12/16,0.683333,18
2007/12/16,0.683333,18
2007/12/16,0.683333,18
2007/12/17,0.682609,16
2007/12/17,0.683333,0
2007/12/17,0.682609,16
2007/12/17,0.683333,0
2007/12/18,0.858333,8
2007/12/18,0.833333,9
2007/12/18,0.858333,8
2007/12/18,0.833333,9
2007/12/19,1.0,8
2007/12/19,1.008333,8
2007/12/19,1.0,8
2007/12/19,1.008333,8
2007/12/20,0.933333,7
2007/12/20,0.95,0
2007/12/20,0.933333,7
2007/12/20,0.95,0
2007/12/21,0.8125,0
2007/12/21,0.829167,0
2007/12/21,0.8125,0
2007/12/21,0.829167,0
2007/12/22,0.833333,15
2007/12/22,0.820833,19
2007/12/22,0.833333,15
2007/12/22,0.820833,19
2007/12/23,0.845833,9
2007/12/23,0.866667,0
2007/12/23,0.845833,9
2007/12/23,0.866667,0
2007/12/24,0.854167,16
2007/12/24,0.854167,21
2007/12/24,0.854167,16
2007/12/24,0.854167,21
2007/12/25,0.891667,21
2007/12/25,0.883333,0
2007/12/25,0.891667,21
2007/12/25,0.883333,0
2007/12/26,0.634783,5
2007/12/26,0.7,5
2007/12/26,0.634783,5
2007/12/26,0.7,5
2007/12/27,0.65,9
2007/12/27,0.6375,14
2007/12/27,0.65,9
2007/12/27,0.6375,14
2007/12/28,0.4875,8
2007/12/28,0.508333,0
2007/12/28,0.4875,8
2007/12/28,0.508333,0
2007/12/29,0.495833,6
2007/12/29,0.4875,11
2007/12/29,0.495833,6
2007/12/29,0.4875,11
2007/12/30,0.433333,0
2007/12/30,0.4625,0
2007/12/30,0.433333,0
2007/12/30,0.4625,0
2007/12/31,0.481818,7
2007/12/31,0.4625,8
2007/12/31,0.481818,7
2007/12/31,0.4625,8
2007/1/1,0.516667,18
2007/1/1,0.521053,18
2007/1/1,0.516667,18
2007/1/1,0.521053,18
2007/1/2,0.441667,18
2007/1/2,0.45,0
2007/1/2,0.441667,18
2007/1/2,0.45,0
2007/1/3,0.716667,8
2007/1/3,0.716667,9
2007/1/3,0.716667,8
2007/1/3,0.716667,9
2007/1/4,0.804167,18
2007/1/4,0.766667,21
2007/1/4,0.804167,18
2007/1/4,0.766667,21
2007/1/5,0.6,20
2007/1/5,0.707143,0
2007/1/5,0.6,20
2007/1/5,0.707143,0
2007/1/6,0.409091,0
2007/1/6,0.433333,0
2007/1/6,0.409091,0
2007/1/6,0.433333,0
2007/1/7,0.404167,15
2007/1/7,0.4125,20
2007/1/7,0.404167,15
2007/1/7,0.4125,20
2007/1/8,0.516667,8
2007/1/8,0.525,9
2007/1/8,0.516667,8
2007/1/8,0.525,9
2007/1/9,0.504167,8
2007/1/9,0.483333,12
2007/1/9,0.504167,8
2007/1/9,0.483333,12
2007/1/10,0.445833,6
2007/1/10,0.4625,0
2007/1/10,0.445833,6
2007/1/10,0.4625,0
2007/1/11,0.409524,7
2007/1/11,0.427778,10
2007/1/11,0.409524,7
2007/1/11,0.427778,10
2007/1/12,0.45,19
2007/1/12,0.4125,22
2007/1/12,0.45,19
2007/1/12,0.4125,22
2007/1/13,0.483333,18
2007/1/13,0.529167,0
2007/1/13,0.483333,18
2007/1/13,0.529167,0
2007/1/14,0.3375,4
2007/1/14,0.329167,0
2007/1/14,0.3375,4
2007/1/14,0.329167,0
2007/1/15,0.591667,17
2007/1/15,0.5375,22
2007/1/15,0.591667,17
2007/1/15,0.5375,22
2007/1/16,0.3375,0
2007/1/16,0.416667,0
2007/1/16,0.3375,0
2007/1/16,0.416667,0
2007/1/17,0.295833,23
2007/1/17,0.279167,23
2007/1/17,0.295833,23
2007/1/17,0.279167,23
2007/1/18,0.622727,9
2007/1/18,0.554167,23
2007/1/18,0.622727,9
2007/1/18,0.554167,23
2007/1/19,0.479167,1
2007/1/19,0.5625,0
2007/1/19,0.479167,1
2007/1/19,0.5625,0
2007/1/20,0.3,0
2007/1/20,0.3,0
2007/1/20,0.3,0
2007/1/20,0.3,0
2007/1/21,0.433333,21
2007/1/21,0.4,21
2007/1/21,0.433333,21
2007/1/21,0.4,21
2007/1/22,0.541667,8
2007/1/22,0.545833,0
2007/1/22,0.541667,8
2007/1/22,0.545833,0
2007/1/23,0.483333,0
2007/1/23,0.4875,0
2007/1/23,0.483333,0
2007/1/23,0.4875,0
2007/1/24,0.4875,8
2007/1/24,0.495833,0
2007/1/24,0.4875,8
2007/1/24,0.495833,0
2007/1/25,0.4625,9
2007/1/25,0.475,0
2007/1/25,0.4625,9
2007/1/25,0.475,0
2007/1/26,0.425,7
2007/1/26,0.407143,13
2007/1/26,0.425,7
2007/1/26,0.407143,13
2007/1/27,0.636364,18
2007/1/27,0.616667,23
2007/1/27,0.636364,18
2007/1/27,0.616667,23
2007/1/28,0.395833,0
2007/1/28,0.45,0
2007/1/28,0.395833,0
2007/1/28,0.45,0
2007/1/29,0.283333,2
2007/1/29,0.308333,0
2007/1/29,0.283333,2
2007/1/29,0.308333,0
2007/1/30,0.390909,22
2007/1/30,0.370833,7
2007/1/30,0.390909,22
2007/1/30,0.370833,7
2007/1/31,0.3375,0
2007/1/31,0.3375,0
2007/1/31,0.3375,0
2007/1/31,0.3375,0
2007/2/1,0.370833,6
2007/2/1,0.375,0
2007/2/1,0.370833,6
2007/2/1,0.375,0
2007/2/1,0.370833,6
2007/2/1,0.375,0
2007/2/1,0.370833,6
2007/2/1,0.375,0
2007/2/2,0.520833,19
2007/2/2,0.491667,20
2007/2/2,0.520833,19
2007/2/2,0.491667,20
2007/2/2,0.520833,19
2007/2/2,0.491667,20
2007/2/2,0.520833,19
2007/2/2,0.491667,20
2007/2/3,0.304167,0
2007/2/3,0.35,0
2007/2/3,0.304167,0
2007/2/3,0.35,0
2007/2/3,0.304167,0
2007/2/3,0.35,0
2007/2/3,0.304167,0
2007/2/3,0.35,0
2007/2/4,0.295833,1
2007/2/4,0.3,0
2007/2/4,0.295833,1
2007/2/4,0.3,0
2007/2/4,0.295833,1
2007/2/4,0.3,0
2007/2/4,0.295833,1
2007/2/4,0.3,0
2007/2/5,0.279167,5
2007/2/5,0.283333,0
2007/2/5,0.279167,5
2007/2/5,0.283333,0
2007/2/5,0.279167,5
2007/2/5,0.283333,0
2007/2/5,0.279167,5
2007/2/5,0.283333,0
2007/2/6,0.345833,7
2007/2/6,0.341667,8
2007/2/6,0.345833,7
2007/2/6,0.341667,8
2007/2/6,0.345833,7
2007/2/6,0.341667,8
2007/2/6,0.345833,7
2007/2/6,0.341667,8
2007/2/7,0.329167,6
2007/2/7,0.325,0
2007/2/7,0.329167,6
2007/2/7,0.325,0
2007/2/7,0.329167,6
2007/2/7,0.325,0
2007/2/7,0.329167,6
2007/2/7,0.325,0
2007/2/8,0.35,7
2007/2/8,0.341667,8
2007/2/8,0.35,7
2007/2/8,0.341667,8
2007/2/8,0.35,7
2007/2/8,0.341667,8
2007/2/8,0.35,7
2007/2/8,0.341667,8
2007/2/9,0.327273,7
2007/2/9,0.35,0
2007/2/9,0.327273,7
2007/2/9,0.35,0
2007/2/9,0.327273,7
2007/2/9,0.35,0
2007/2/9,0.327273,7
2007/2/9,0.35,0
2007/2/10,0.345833,6
2007/2/10,0.3625,9
2007/2/10,0.345833,6
2007/2/10,0.3625,9
2007/2/10,0.345833,6
2007/2/10,0.3625,9
2007/2/10,0.345833,6
2007/2/10,0.3625,9
2007/2/11,0.379167,17
2007/2/11,0.3625,0
2007/2/11,0.379167,17
2007/2/11,0.3625,0
2007/2/11,0.379167,17
2007/2/11,0.3625,0
2007/2/11,0.379167,17
2007/2/11,0.3625,0
2007/2/12,0.4375,7
2007/2/12,0.433333,7
2007/2/12,0.4375,7
2007/2/12,0.433333,7
2007/2/12,0.4375,7
2007/2/12,0.433333,7
2007/2/12,0.4375,7
2007/2/12,0.433333,7
2007/2/13,0.345,0
2007/2/13,0.364706,0
2007/2/13,0.345,0
2007/2/13,0.364706,0
2007/2/13,0.345,0
2007/2/13,0.364706,0
2007/2/13,0.345,0
2007/2/13,0.364706,0
2007/2/14,0.3875,13
2007/2/14,0.379167,0
2007/2/14,0.3875,13
2007/2/14,0.379167,0
2007/2/14,0.3875,13
2007/2/14,0.379167,0
2007/2/14,0.3875,13
2007/2/14,0.379167,0
2007/2/15,0.3625,6
2007/2/15,0.375,0
2007/2/15,0.3625,6
2007/2/15,0.375,0
2007/2/15,0.3625,6
2007/2/15,0.375,0
2007/2/15,0.3625,6
2007/2/15,0.375,0
2007/2/16,0.45,6
2007/2/16,0.441667,9
2007/2/16,0.45,6
2007/2/16,0.441667,9
2007/2/16,0.45,6
2007/2/16,0.441667,9
2007/2/16,0.45,6
2007/2/16,0.441667,9
2007/2/17,0.4875,18
2007/2/17,0.5,0
2007/2/17,0.4875,18
2007/2/17,0.5,0
2007/2/17,0.4875,18
2007/2/17,0.5,0
2007/2/17,0.4875,18
2007/2/17,0.5,0
2007/2/18,0.425,4
2007/2/18,0.441667,0
2007/2/18,0.425,4
2007/2/18,0.441667,0
2007/2/18,0.425,4
2007/2/18,0.441667,0
2007/2/18,0.425,4
2007/2/18,0.441667,0
2007/2/19,0.433333,22
2007/2/19,0.416667,20
2007/2/19,0.433333,22
2007/2/19,0.416667,20
2007/2/19,0.433333,22
2007/2/19,0.416667,20
2007/2/19,0.433333,22
2007/2/19,0.416667,20
2007/2/20,0.695652,17
2007/2/20,0.654167,18
2007/2/20,0.695652,17
2007/2/20,0.654167,18
2007/2/20,0.695652,17
2007/2/20,0.654167,18
2007/2/20,0.695652,17
2007/2/20,0.654167,18
2007/2/21,0.733333,6
2007/2/21,0.745833,0
2007/2/21,0.733333,6
2007/2/21,0.745833,0
2007/2/21,0.733333,6
2007/2/21,0.745833,0
2007/2/21,0.733333,6
2007/2/21,0.745833,0
2007/2/22,1.120833,6
2007/2/22,1.154167,8
2007/2/22,1.120833,6
2007/2/22,1.154167,8
2007/2/22,1.120833,6
2007/2/22,1.154167,8
2007/2/22,1.120833,6
2007/2/22,1.154167,8
2007/2/23,0.429167,8
2007/2/23,0.4625,0
2007/2/23,0.429167,8
2007/2/23,0.4625,0
2007/2/23,0.429167,8
2007/2/23,0.4625,0
2007/2/23,0.429167,8
2007/2/23,0.4625,0
2007/2/24,0.352632,0
2007/2/24,0.36875,0
2007/2/24,0.352632,0
2007/2/24,0.36875,0
2007/2/24,0.352632,0
2007/2/24,0.36875,0
2007/2/24,0.352632,0
2007/2/24,0.36875,0
2007/2/25,0.445833,16
2007/2/25,0.4,18
2007/2/25,0.445833,16
2007/2/25,0.4,18
2007/2/26,0.445833,21
2007/2/26,0.454167,0
2007/2/26,0.445833,21
2007/2/26,0.454167,0
2007/2/27,0.95,20
2007/2/27,0.879167,12
2007/2/27,0.95,20
2007/2/27,0.879167,12
2007/2/28,0.391667,19
2007/2/28,0.491667,0
2007/2/28,0.391667,19
2007/2/28,0.491667,0
2007/3/1,0.4375,7
2007/3/1,0.445833,0
2007/3/1,0.4375,7
2007/3/1,0.445833,0
2007/3/2,0.420833,22
2007/3/2,0.375,22
2007/3/2,0.420833,22
2007/3/2,0.375,22
2007/3/3,0.715,6
2007/3/3,0.758824,10
2007/3/3,0.715,6
2007/3/3,0.758824,10
2007/3/4,0.345833,3
2007/3/4,0.379167,0
2007/3/4,0.345833,3
2007/3/4,0.379167,0
2007/3/5,0.358333,5
2007/3/5,0.366667,0
2007/3/5,0.358333,5
2007/3/5,0.366667,0
2007/3/6,0.370833,7
2007/3/6,0.358333,10
2007/3/6,0.370833,7
2007/3/6,0.358333,10
2007/3/7,0.583333,12
2007/3/7,0.554167,18
2007/3/7,0.583333,12
2007/3/7,0.554167,18
2007/3/8,0.45,7
2007/3/8,0.470833,0
2007/3/8,0.45,7
2007/3/8,0.470833,0
2007/3/9,0.508333,12
2007/3/9,0.5,11
2007/3/9,0.508333,12
2007/3/9,0.5,11
2007/3/10,0.763158,8
2007/3/10,0.725,10
2007/3/10,0.763158,8
2007/3/10,0.725,10
2007/3/10,0.763158,8
2007/3/10,0.725,10
2007/3/10,0.763158,8
2007/3/10,0.725,10
2007/3/11,0.479167,0
2007/3/11,0.475,7
2007/3/11,0.479167,0
2007/3/11,0.475,7
2007/3/11,0.479167,0
2007/3/11,0.475,7
2007/3/11,0.479167,0
2007/3/11,0.475,7
2007/3/12,0.656522,11
2007/3/12,0.658333,11
2007/3/12,0.656522,11
2007/3/12,0.658333,11
2007/3/12,0.656522,11
2007/3/12,0.658333,11
2007/3/12,0.656522,11
2007/3/12,0.658333,11
2007/3/13,0.670833,6
2007/3/13,0.666667,8
2007/3/13,0.670833,6
2007/3/13,0.666667,8
2007/3/13,0.670833,6
2007/3/13,0.666667,8
2007/3/13,0.670833,6
2007/3/13,0.666667,8
2007/3/14,0.7875,6
2007/3/14,0.766667,7
2007/3/14,0.7875,6
2007/3/14,0.766667,7
2007/3/14,0.7875,6
2007/3/14,0.766667,7
2007/3/14,0.7875,6
2007/3/14,0.766667,7
2007/3/15,0.670833,7
2007/3/15,0.745833,10
2007/3/15,0.670833,7
2007/3/15,0.745833,10
2007/3/15,0.670833,7
2007/3/15,0.745833,10
2007/3/15,0.670833,7
2007/3/15,0.745833,10
2007/3/16,0.459091,7
2007/3/16,0.458333,10
2007/3/16,0.459091,7
2007/3/16,0.458333,10
2007/3/16,0.459091,7
2007/3/16,0.458333,10
2007/3/16,0.459091,7
2007/3/16,0.458333,10
2007/3/17,0.466667,0
2007/3/17,0.4875,0
2007/3/17,0.466667,0
2007/3/17,0.4875,0
2007/3/17,0.466667,0
2007/3/17,0.4875,0
2007/3/17,0.466667,0
2007/3/17,0.4875,0
2007/3/18,0.45,1
2007/3/18,0.441667,4
2007/3/18,0.45,1
2007/3/18,0.441667,4
2007/3/18,0.45,1
2007/3/18,0.441667,4
2007/3/18,0.45,1
2007/3/18,0.441667,4
2007/3/19,0.529167,7
2007/3/19,0.529167,6
2007/3/19,0.529167,7
2007/3/19,0.529167,6
2007/3/19,0.529167,7
2007/3/19,0.529167,6
2007/3/19,0.529167,7
2007/3/19,0.529167,6
2007/3/20,0.541667,6
2007/3/20,0.558333,7
2007/3/20,0.541667,6
2007/3/20,0.558333,7
2007/3/20,0.541667,6
2007/3/20,0.558333,7
2007/3/20,0.541667,6
2007/3/20,0.558333,7
2007/3/21,0.466667,4
2007/3/21,0.5,0
